'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'14,'Text 233,"'ANTILLES-GUYANA (HQ Cayenne): 8,800; 3 marine inf, 1 Foreign Legion regt, 4 ships (incl 1 amph), 1 Atlantic ac (Dakar, Senegal), 1 air tpt unit (C-160 ac, SA-330, SA-316/-319, AS-350 hel).",'332,'66.11328125
'14,'Text 234,"'INDIAN OCEAN (Mayotte, La Réunion): 3,300; incl 1 marine inf regt, 1 spt bn, 1 Foreign Legion coy, 1 air tpt unit (C-160 ac, SA-319 hel).",'333,'69.82421875
'14,'Text 235,"'NAVY: Indian Ocean Squadron, Comd ALINDIEN (HQ afloat): (900); 4 FF, 4 patrol combatants, 1 amph, 3 spt (1 comd), 1 Atlantic ac.",'334,'66.79687500
'14,'Text 236,"'NEW CALEDONIA (HQ Nouméa): 3,800; 1 marine inf regt, 1 spt bn, 2 inf coy, 1 air tpt unit, 1",'335,'74.16992188
'14,'List 15,"",'336,'28.49121094
'14,'Text 237 - Part of List 15,"'ALAT det (C-160, 1 Gardian MR ac, SA-319, SA-330 hel). Gendarmerie (1,100).",'337,'63.62304688
'14,'Text 238 - Part of List 15,"'POLYNESIA (HQ Papeete): 5,400 (incl Centre d'Experimentations du Pacifique); 1 marine, 1 Foreign Legion regt, 1 air tpt unit (SE-210, Gardian ac; AS-332, SA-319 hel), Gendarmerie.",'338,'64.69726563
'14,'Text 239 - Part of List 15,"'PACIFIC NAVAL SQUADRON (comd, ALPACI, HQ Papeete) (900); 4 FF, 4 patrol and coastal, 3 amph, 5 Gardian MR ac.",'339,'58.78906250
'14,'Text 240 - Part of List 15,"'CENTRAL AFRICAN REPUBLIC: 1,200:",'340,'43.57910156
'14,'Text 241 - Part of List 15,"'GARRISON: 1bn gp incl 1 motor coy; 1 pl AML armd cars (6); spt coy with O-1E It ac, 120mm mor, Milan ATGW.",'341,'50.09765625
'14,'Text 242 - Part of List 15,"'FROM FRANCE: 1 AML armd car sqn and 1 tp, 2 inf coy, 1 arty bty (105mm), 1 avn det (3 med tpt hel); air elm with cbt and tpt ac and hel;",'342,'49.70703125
'14,'Text 243 - Part of List 15,"'CHAD: 1,100; 3 inf coy; AA arty units; cbt and tpt ac and hel.",'343,'47.55859375
'14,'Text 244 - Part of List 15,"'COTE D'IVOIRE: 500; 1 marine inf regt; 1 AS-350 hel.",'344,'42.72460938
'14,'Text 245 - Part of List 15,"'DJIBOUTI: 4,000; 2 marine inf, 1 Foreign Legion regt; 1 ALAT det (5 med tpt hel); 1 sqn with 10 Mirage F-1C, 1 C-160 ac, 2 SA-316, 1 SA-319 hel.",'345,'48.73046875
'14,'Text 246 - Part of List 15,"'GABON: 800; 1 marine inf regt; Jaguar, 1 C-160, Atlantic ac, 1 SA-319 hel.",'346,'43.96972656
'14,'Text 247 - Part of List 15,"'SENEGAL: 1,200; 1 marine inf regt; Atlantic MR ac; 1 air tpt unit (C-160 tpt ac; SA-316/-319 hel).",'347,'47.75390625
'14,'Text 248 - Part of List 15,"'UN AND PEACE-KEEPING: EGYPT (MFO): 20; incl 2 DHC-6, 1 C-160 tpt ac. IRAQ/KUWAIT (UNIKOM): 20 Observers. LEBANON (UNIFIL): 500; 1 log bn. MIDDLE EAST (UNTSO): 25 Observers.",'348,'59.57031250
'14,'Text 249,"'PARAMILITARY: GENDARMERIE: 89,300 (1,400 women, 10,600 conscripts, 967 civilians); incl: Territorial (53,900); Mobile (17,300); Schools (5,800); Special Duties (5,100); Overseas (2,500); Maritime (1,200); Air (1,100); Reserves (130,000). EQUIPMENT: 121 AML, 28 VBC-90 armd cars; 33 AMX-VTT, 155 VBRG-170 APC; 288 81mm mor; 15 PCI; 6 Cessna 206C ac; 3 SE-3130, 3 SA-316, 9 SA-319, 29 AS-350 hel.",'349,'28.58886719
'14,'Text 250,"'GERMANY",'350,'39.47753906
'14,'Table 11,"",'351,'41.77246094
'14,'Text 251,"'DM = Deutschmark a Excl Berlin support costs, which amounted to DM 17.3bn in 1989, and DM 18.7bn in 1990.",'352,'51.66015625
'15,'Header 14,"'NATO",'353,'79.73632813
'15,'Page number 14,"'59",'354,'85.10742188
'15,'Table 12,"",'355,'73.24218750
'15,'Text 252,"'TOTAL ARMED FORCES:",'356,'41.96777344
'15,'Text 253,"'ACTIVE: 476,300 (203,000 conscripts; 5,000 active Reserve trg posts, all Services, and 7,500 inter-service staff, not listed below). Terms of service: 12 months. RESERVES: 1,009,400 (men to age 45, officers/NCO to 60): Army 857,000, Navy 28,000, Air 124,400.",'357,'26.17187500
'15,'Section header 38,"'ARMY: 335,000 (163,300 conscripts).",'358,'33.25195313
'15,'Text 254,"'FIELD ARMY: (219,000) 3 Corps, 12 div.",'359,'29.10156250
'15,'Section header 39,"'I Corps (NORTHAG):",'360,'31.49414063
'15,'Text 255,"'3 armd, 1 armd inf div. II Corps (CENTAG): 1 armd, 1 armd inf, 1 AB, 1 mtn div. III Corps (CENTAG): 2 armd, 1 armd inf div. 1 armd inf div (LANDJUT). (Armd div with 2 armd and 1 armd inf bde; armd inf div with 2 armd inf and 1 armd bde; mtn div with 1 armd, 1 armd inf and 1 mtn bde; all with 1 armd recce bn, 1 arty regt (1 bn each: 18 FH-70, 18 203mm, 16 110mm MRL), 1 AD regt (with 35mm Gepard), 1 avn sqn; AB div with 3 AB bde.) Corps Tps: 4 SSM bn each with 6 Lance, 3 AD comd (each 1 regt with 36 Roland). 1 Roland SAM bn. 1 AD arty bn with Gepard 35mm. 3 avn comd each 1 It (48 UH-1D), 1 med tpt (32 CH-539), 1 ATGW hel (56 Bo-105 HOT) regt.",'361,'29.90722656
'15,'Section header 40,"'TERRITORIAL ARMY (cadre: 64,600 in",'362,'35.83984375
'15,'List 16,"",'363,'52.73437500
'15,'Text 256 - Part of List 16,"'Command Structure: 3 Territorial Comd (linked with NATO cmd) 5 Military Districts, 28 Military Regions, 76 Sub-regions: Units (eqpt holding only unless stated).",'364,'48.53515625
'15,'Text 257 - Part of List 16,"'10 Home Defence bde, 5 with 2 armd, 2 armd inf, 1 arty bn plus full log spt (at 50-60% in peacetime) (two assigned to field army div). 5 with 1 armd, 2 armd inf, 1 arty bn.",'365,'52.53906250
'15,'Text 258 - Part of List 16,"'1 German/French bde (Ge units incl 1 mech inf, 1 arty bn; 1 SP ATK coy).",'366,'52.92968750
'15,'Text 259 - Part of List 16,"'15 Home Defence regt with 3 mot inf bn, 18 120mm mor.",'367,'48.43750000
'15,'Text 260 - Part of List 16,"'150 Home Defence coy, 300 Security pl.",'368,'41.77246094
'15,'Text 261,"'peacetime);",'369,'28.58886719
'15,'Section header 41,"'EASTERN COMMAND (51,400):",'370,'37.74414063
'15,'List 17,"",'371,'72.50976563
'15,'Text 262 - Part of List 17,"'2 Military Districts, 14 Military Regions, 45 Sub-Regions.",'372,'50.68359375
'15,'Text 263 - Part of List 17,"'6 Home Defence bde; 3 inf, 4 arty bn.",'373,'49.51171875
'15,'Text 264,"'EQUIPMENT:",'374,'47.36328125
'15,'List 18,"",'375,'31.68945313
'15,'Text 265 - Part of List 18,"'MBT: 7,000: 648 M-48A2G (Territorial bn), 2,054 Leopard 1A1 (1,258 to be upgraded to A5), 2,024 Leopard 2, 1,725 T-54/-55, 549 T-72M.",'376,'54.49218750
'15,'Text 266 - Part of List 18,"'LIGHT TANKS: 143 PT-76 (CFE: HACV).",'377,'47.65625000
'15,'Text 267 - Part of List 18,"'RECCE: 410 SPz-2 Luchs, 56 TPz-1 Fuchs (NBC), 84 Wiesel, 1,262 BRDM-1/-2.",'378,'52.05078125
'15,'Text 268 - Part of List 18,"'AIFV: 3,254: 2,104 Marder A1/A2 (to upgrade to A3), 1,150 BMP-1/-2.",'379,'49.21875000
'15,'Text 269 - Part of List 18,"'APC: 10,327 (CFE 4,208): 889 TPz-1 Fuchs (CFE 344), 2,276 M-113 (CFE 537), 2,115 BTR-40 (CFE 1,073), 293 BTR-50 (CFE 123), 2,165 (CFE 1,402) BTR-60, 1,175 BTR-70, 685 BTR-152, 729 MT-LB.",'380,'29.46777344
'15,'Text 270 - Part of List 18,"'TOTAL ARTY: 4,579.",'381,'44.06738281
'15,'Text 271 - Part of List 18,"'TOWED ARTY: 1,486: 105mm: 39 M-56, 192 M-101; 122mm: 335 D-30, 397 M-1938 (M-30); 130mm: 175 M-46; 152mm: 137 D-20; 155mm: 211 FH-70.",'382,'41.87011719
'15,'Text 272 - Part of List 18,"'SP ARTY: 1,263: 122mm: 374 2S1; 152mm: 95 2S3; 155mm: 573 M-109A3G; 203mm: 221 M-110A2.",'383,'42.72460938
'15,'Text 273 - Part of List 18,"'MRL: 556: 110mm: 204 LARS; 122mm: 260 Cz RM-70, 59 BM-21, 227mm: 33 MLRS.",'384,'40.91796875
'15,'Text 274 - Part of List 18,"'MORTARS: 1,274: 120mm: 490 Brandt, 499 Tampella on M-113, 210 M-120, 75 2B11.",'385,'44.55566406
'15,'Text 275 - Part of List 18,"'SSM: 26 Lance launchers (incl 2 in store).",'386,'42.72460938
'15,'Text 276 - Part of List 18,"'ATGW: 1,975 Milan, 205 TOW, 316 RJPz-(HOT) Jaguar 1, 162 RJPz-(TOW) SP, AT-3 Sagger (incl BRDM-2SP), AT-4 Spigot, AT-5 Spandrel.",'387,'50.09765625
'15,'Text 277 - Part of List 18,"'RCL: 106mm: 99 (in store).",'388,'58.15429688
'15,'Text 278 - Part of List 18,"'ATK GUNS: 85mm: 64 D-48; 90mm: 121 JPz-4-5 SP (CFE HACV); 100mm: 267 T-12.",'389,'53.51562500
'15,'Text 279 - Part of List 18,"'AD GUNS: 3,072: 20mm: 1,766 Rh 202 towed; 23mm: 295 ZU-23, 131 ZSU-23-4 SP; 35mm: 432 Gepard SI 40mm: 204 L/70; 57mm: 244 S-60.",'390,'53.71093750
'15,'Text 280 - Part of List 18,"'SAM: 658 Fliegerfaust 1 (Redeye), SA-7, 226 SA-4/-6/-8/-9. 163 Roland SP.",'391,'45.33691406
'15,'Text 281 - Part of List 18,"'HELICOPTERS: 207 PAH-1 (Bo-105 with HOT), 186 UH-1D, 109 CH-53G, 97 Bo-105M, 138 SA-313, 10 SA-318, 8 Mi-2, 28 Mi-8 (T/TB), 49 Mi-24.",'392,'49.60937500
'15,'Text 282 - Part of List 18,"'MARINE: (River Engineers): 36 LCM, 12 PCI (river)(.",'393,'40.45410156
'15,'Text 283,"'NAVY: 37,600 (5,200 Eastern Command) incl naval air, 8,900 conscripts.",'394,'42.26074219
'15,'Text 284,"'BASES: Glücksburg (Maritime HQ) and three main bases: Wilhelmshaven, Kiel and Warnemünde. Other bases with limited support facilities: Baltic: Eckernförde, Flensburg, Olpenitz, Neustadt, Rostock (Eastern Command HQ), Peenemünde. North Sea: Borkum, Bremerhaven, Emden.",'395,'56.29882813
'15,'Text 285,"'SUBMARINES: 24;",'396,'32.93457031
'15,'Text 286,"'18 Type 206/206A SSC with Seeaal DM2 533mm HWT (8 conversions to T-206A complete). 6 Type 205 SSC with DM3 HWT.",'397,'61.76757813
'15,'Text 287,"'PRINCIPAL SURFACE COMBATANTS: 14:",'398,'36.74316406
'15,'Text 288,"'DESTROYERS: 6:",'399,'31.15234375
'16,'Page number 15,"'60",'400,'61.32812500
'16,'Header 15,"'NATO",'401,'28.22265625
'16,'Table 13,"",'402,'28.36914063
'17,'Header 16,"'NATO",'403,'64.89257813
'17,'Page number 16,"'61",'404,'72.65625000
'17,'Text 289,"'Tornado: 223 (161 FGA, 19* ECR, 24* OCU, 19* in tri-national trg sqn, (in UK)).",'405,'31.49414063
'17,'Text 290,"'MiG-29: 20 (ftr), -UB: 4 (trg).",'406,'25.87890625
'17,'Text 291,"'Alpha Jet: 164 (146 FGA, 18* wpn trg (in Portugal)).",'407,'28.54003906
'17,'Title 5,"'Transall C-160: 84 (tpt, trg).",'408,'32.54394531
'17,'Text 292,"'Boeing 707: 4 (VIP). CL-601: 7 (VIP). Do-28-D2: 60 (6 VIP, 54 tpt/liaison). Do-228: 1 (tpt). HFB-320: 7 (tpt). II-62: 2 (tpt). L-410-S: 4 (VIP). T-37B: 35. T-38A: 41. Tu-134: 3 (tpt). Tu-154: 2 (tpt). VFW-614: 3 (VIP).",'409,'38.08593750
'17,'Section header 42,"'HELICOPTERS:",'410,'31.20117188
'17,'Text 293,"'UH-1D: 109 (105 SAR, tpt, liaison; 4 VIP). Mi-8: 20 (SAR tpt). Mi-8S: 6 (VIP). Mi-2: 25 (civil rescue). MISSILES: ASM: AS-20, AGM-65 Maverick. AAM: AIM-9 Sidewinder. SAM: 216 HAWKlaunchers; 68 Roland launchers. 48 Patriot launchers, 24 SA-5 launchers.",'411,'29.24804688
'17,'Text 294,"'AIRCRAFT OF FORMER GDR AIR FORCE:",'412,'99.93383026
'17,'Text 295,"'FIGHTER: MiG-21: 251; MiG-23: 58; Su-22: 27; (all TLE will be disposed/sold in accordance with CFE). TRANSPORT: Tu-134: 3; Tu-154: 24; II-62: 3; An-26: 12; L-410S: 4 (further op use is under consideration), L-39: 52; An-2: 1, (no op use intended). HELICOPTERS: Mi-2: 24 (in use for civilian rescue); Mi-8: 52 (further op use is still under consideration).",'413,'29.95605469
'17,'Section header 43,"'DEPLOYMENT:",'414,'37.20703125
'17,'Text 296,"'NAVY: 1 DDG, 1 FF, 1 AO in Mediterranean on 3-month roulement with some gaps (about 50% cover).",'415,'51.17187500
'17,'Text 297,"'PARAMILITARY:",'416,'30.68847656
'17,'Text 298,"'FEDERAL BORDER GUARD (Ministry of Interior): 25,600; 5 cmd (constitutionally has no combat status). Eqpt: MOWAG SW-1/-2 APC; 2 P-149D, 1 Do-27 ac; Bo-105M, 32 Alouette II, 13 UH-1D, 10 Bell 212, 22 Puma hel.",'417,'47.16796875
'17,'Text 299,"'COAST GUARD: 550; 1 inshore tug, 8 PCI.",'418,'99.89398193
'17,'Section header 44,"'FOREIGN FORCES:",'419,'30.51757813
'17,'Table 14,"",'420,'43.01757813
'17,'Text 300,"'CANADA: 7,000; ] mech bde gp. 1 tac hel sqn.",'421,'25.48828125
'17,'Text 301,"'1 air div with 2 FGA sqn (CENTAG/4 ATAF). FRANCE: 43,700; 1 corps HQ, 2 armd div. Berlin: (2,700), 1 armd, 1 inf regt. NETHERLANDS: 5,700; 1 armd bde (NORTHAG) UNITED KINGDOM: 63,400; 1 corps HQ, 3 armd div, 13 ac sqn (NORTHAG/2 ATAF). Berlin: (2,800), 1 inf bde. US: 222,500. 1 army HQ, 2 corps HQ; 2 armd, 2 mech div; 1 armd. 1 air force HQ; 2 air div (CENTAG/4 ATAF). Berlin: (4,300), 1 inf bde. USSR: 338,000. Army: 1 Gp, 5 Army HQ, 7 TD, 6 MRD. Air: 1 Air Army HQ; 8 FGA, 9 ftr regt.",'422,'39.33105469
'17,'Text 302,"'GREECE",'423,'34.81445313
'17,'Text 303,"'GDP 1989: dr 8,798.400bn ($54.17bn) 1990: dr 10,646.064bn ($67.16bn) Growth 1989: 2.8% 1990: 1.3% Inflation 1989: 13.8% 1990: 20.4% Debt 1989: $18.67bn 1990: $20.70bn Def bdgt 1990: dr 621.774bn ($3.92bn) 1991: dr 777.218bn ($4.52bn) NATO defn 1990: dr 597.929bn ($3.77bn) FMA 1990: $349.1m (US) $1 = dr 1989: 162.42 1990: 158.51 1991: 171.85 dr = drachmas Population: 10,174,400 13-17 18-22 23-32 Men 369,240 385,000 762,080 Women 348,120 363,680 727,320",'424,'35.83984375
'17,'Section header 45,"'TOTAL ARMED FORCES:",'425,'37.57324219
'17,'Text 304,"'ACTIVE: 158,500 (125,800 conscripts, 4,200 women). Terms of service: Army up to 19, Navy up to 23, Air Force up to 21 months. RESERVES: some 406,000 (to age 50). Army some 350,000 (Field Army 230,000, Territorial Army/National Guard 120,000); Navy about 24,000; Air about 32,000.",'426,'34.20410156
'17,'Text 305,"'ARMY: 113,000 (100,000 conscripts, 2,200 women). FIELD ARMY (82,000): 3 Military Regions.",'427,'58.59375000
'17,'List 19,"",'428,'65.03906250
'17,'Text 306 - Part of List 19,"'1 Army, 4 corps HQ.",'429,'59.08203125
'17,'Text 307 - Part of List 19,"'2 div HQ (1 armd, 1 mech).",'430,'58.39843750
'17,'Text 308 - Part of List 19,"'9 inf div (3 inf, 1 arty regt, 1 armd bn) 2 Cat A, 3 Cat B, 4 Cat C.",'431,'76.26953125
'17,'Text 309 - Part of List 19,"'5 indep armd bde (each 2 armd, 1 mech inf, 1 SP arty bn) Cat A.",'432,'79.10156250
'17,'Text 310 - Part of List 19,"'2 indep mech bde (2 mech, 1 armd, 1 SP arty bn), Cat A.",'433,'70.06835938
'17,'Text 311 - Part of List 19,"'1 marine bde (3 inf, 1 It arty bn, 1 armd sqn) Cat A.",'434,'68.16406250
'18,'Page number 17,"'62",'435,'91.99218750
'18,'Header 17,"'NATO",'436,'75.04882813
'18,'List 20,"",'437,'31.27441406
'18,'Text 312 - Part of List 20,"'1 cdo, 1 raider regt.",'438,'74.75585938
'18,'Text 313 - Part of List 20,"'4 recce bn.",'439,'79.19921875
'18,'Text 314 - Part of List 20,"'10 fd arty bn.",'440,'86.66992188
'18,'Text 315 - Part of List 20,"'6 AD arty bn.",'441,'72.70507813
'18,'Text 316 - Part of List 20,"'2 SAM bn with Improved HAWK.",'442,'64.59960938
'18,'Text 317 - Part of List 20,"'2 army avn bn.",'443,'57.47070313
'18,'Text 318 - Part of List 20,"'1 indep avn coy.",'444,'55.81054688
'18,'Text 319 - Part of List 20,"'Units are manned at 3 different levels: Cat A 85% fully ready; Cat B 60% ready in 24 hours; Cat C 20% ready in 48 hours.",'445,'56.49414063
'18,'Text 320 - Part of List 20,"'TERRITORIAL DEFENCE: (31,000):",'446,'33.88671875
'18,'Text 321 - Part of List 20,"'Higher Mil Comd of Interior and Islands HQ.",'447,'42.91992188
'18,'Text 322 - Part of List 20,"'4 Mil Comd HQ (incl Athens).",'448,'42.91992188
'18,'Text 323 - Part of List 20,"'1 inf div.",'449,'55.56640625
'18,'Text 324 - Part of List 20,"'1 para regt.",'450,'54.58984375
'18,'Text 325 - Part of List 20,"'8 fd arty bn.",'451,'50.19531250
'18,'Text 326 - Part of List 20,"'4 AD arty bn.",'452,'48.14453125
'18,'Text 327 - Part of List 20,"'1 army avn bn.",'453,'41.40625000
'18,'Text 328 - Part of List 20,"'RESERVES (National Guard): 34,000. Role:",'454,'38.62304688
'18,'Text 329 - Part of List 20,"'internal security.",'455,'35.08300781
'18,'Text 330 - Part of List 20,"'EQUIPMENT:",'456,'38.57421875
'18,'Text 331 - Part of List 20,"'MBT: 1,879 (154 in store) (CFE: 1,725): 396 M-47, 1,220 M-48 (299, 110 A2, 212 A3, 599 A5), 154 AMX-30, 109 Leopard 1A3.",'457,'39.18457031
'18,'Text 332 - Part of List 20,"'LIGHT TANKS: 198 M-24 (CFE: HACV).",'458,'38.20800781
'18,'Text 333 - Part of List 20,"'RECCE: 48 M-8.",'459,'37.79296875
'18,'Text 334 - Part of List 20,"'AIFV: 96 AMX-10P (CFE).",'460,'38.30566406
'18,'Text 335 - Part of List 20,"'APC: 1,995 (517 in store) (CFE: 1,478): 110 Leonidas, 114 M-2, 403 M-3 half-track, 372 M-59, 996 M-113.",'461,'38.52539063
'18,'Text 336 - Part of List 20,"'TOTAL ARTY: 1,908.",'462,'34.69238281
'18,'Text 337 - Part of List 20,"'TOWED ARTY: 875: 105mm: 18 M-56, 469 M-101; 140mm: 32 5.5-in; 155mm: 271 M-114; 203mm: 85 M-115.",'463,'41.01562500
'18,'Text 338 - Part of List 20,"'SP ARTY: 299: 105mm: 76 M-52; 155mm: 48 M-44A1, 51 M-109A1, 84 M-109A2; 175mm: 12 M-107; 203mm: 28 M-110A2.",'464,'38.72070313
'18,'Text 339 - Part of List 20,"'MORTARS: 107mm: 602 M-30, 132 M-106 SP. Plus 81mm: 690.",'465,'35.88867188
'18,'Text 340 - Part of List 20,"'ATGW: 394: Milan, TOW (incl 36 SP).",'466,'36.88964844
'18,'Text 341 - Part of List 20,"'RCL: 90mm: 1,057 EM-67; 106mm: 763 M-40A1.",'467,'36.57226563
'18,'Text 342 - Part of List 20,"'AD GUNS: 20mm: 101 Rh-202 twin; 30mm: 24 Artemis 30 twin; 40mm: 227 M-1, 95 M-42A twin SP.",'468,'38.08593750
'18,'Text 343 - Part of List 20,"'SAM: 42 Improved HAWK, Redeye.",'469,'33.93554688
'18,'Text 344 - Part of List 20,"'AIRCRAFT: 3 Aero Commander, 2 Super King Air, 20 U-17A.",'470,'34.47265625
'18,'Text 345 - Part of List 20,"'HELICOPTERS: 8 CH-47C, 77 UH-H/AB-205, 1 UH-1N/AB-21Q, 11 OH-58/AB-206, 14 OH-13HS.",'471,'26.12304688
'18,'Text 346 - Part of List 20,"'PRINCIPAL SURFACE COMBATANTS: 18:",'472,'42.62695313
'18,'Table 15,"",'473,'50.00000000
'18,'Text 347,"'7 Themistocles (US Gearing) (ASW) with 1 X 8 ASROC, 2 X 3 ASTT, 1 with AB-212 hel; plus 3 guns, 4 with 4 Harpoon SSM.",'474,'77.05078125
'18,'Text 348,"'1 Miaoulis (US Sumner) with AB-212 hel, 2 X 3 ASTT; plus 3 X 2 127mm guns.",'475,'85.00976563
'18,'Text 349,"'3 Aspis (US Fletcher) with 2 X 3 ASTT; plus 5 X 533mm TT, 4 X 127mm guns.",'476,'82.56835938
'18,'Text 350,"'FRIGATES: 7:",'477,'58.39843750
'18,'Text 351,"'2 Elli (NI Kortenaer) with 2 AB-212 hel, 2 x 3 ASTT; plus 2 X 4 Harpoon",'478,'68.35937500
'18,'Text 352,"'4 Aetos (US Cannon) with 2 X 3 ASTT.",'479,'56.29882813
'18,'Text 353,"'1 Aegeon (Ge Rhein AD) with 2 X 3 ASTT, 2 X 100mm gun.",'480,'66.35742188
'18,'Text 354,"'PATROL AND COASTAL COMBATANTS: 36: MISSILE CRAFT: 16:",'481,'39.79492188
'18,'List 21,"",'482,'34.69238281
'18,'Text 355 - Part of List 21,"'14 Laskos (Fr Combattante) PFM, 8 with 4 X MM-38 Exocet, 6 with 6 Penguin 2 SSM, all with 2 X 533mm TT.",'483,'50.48828125
'18,'Text 356 - Part of List 21,"'2 Stamou, with 4 X SS-12 SSM.",'484,'61.62109375
'18,'Text 357 - Part of List 21,"'TORPEDO CRAFT: 10:",'485,'44.94628906
'18,'Text 358 - Part of List 21,"'6 Hesperos (Ge Jaguar) PFT with 4 X 533mm TT.",'486,'46.09375000
'18,'Text 359 - Part of List 21,"'4 No 'Nasty' PFT with 4 X 533mm TT.",'487,'33.71582031
'18,'Text 360 - Part of List 21,"'PATROL: 10:",'488,'40.03906250
'18,'Text 361 - Part of List 21,"'COASTAL: 2 Armatolos (Dk Osprey) PCC.",'489,'43.57910156
'18,'Text 362 - Part of List 21,"'INSHORE: 8: 2 Tolmi, 6 PCI",'490,'28.73535156
'18,'Text 363 - Part of List 21,"'MINE WARFARE: 16:",'491,'38.45214844
'18,'Text 364 - Part of List 21,"'MINELAYERS: 2 Aktion (US LSM-1) (100-130 mines). MINE COUNTERMEASURES: 14:",'492,'56.88476563
'18,'Text 365 - Part of List 21,"'9 Alkyon (US MSC-294) MSC.",'493,'64.35546875
'18,'Text 366 - Part of List 21,"'5 Atalanti (US Adjutant) MSC.",'494,'57.47070313
'18,'Text 367,"'AMPHIBIOUS: 12:",'495,'57.66601563
'18,'List 22,"",'496,'71.38671875
'18,'Text 368 - Part of List 22,"'1 Nafkratoussa (US Cabildo) LSD: capacity 200 tps, 18 tk, 1 hel.",'497,'91.50390625
'18,'Text 369 - Part of List 22,"'2 Inouse (US County) LST: capacity 400 tps, 18 tk.",'498,'78.66210938
'18,'Text 370 - Part of List 22,"'5 Ikaria (US LST-510): capacity 200 tps, 16 tk.",'499,'83.88671875
'18,'Text 371 - Part of List 22,"'4 Ipopliarhos Grigoropoulos (US LSM-1) LSM, capacity 50 tps, 4 tk.",'500,'81.93359375
'18,'Text 372 - Part of List 22,"'Plus about 55 craft: 2 LCT, 8 LCU, 11 LCM, some 34 LCVP.",'501,'80.07812500
'18,'Text 373,"'DESTROYERS: 11:",'502,'36.35253906
'18,'Section header 46,"'SUPPORT AND MISCELLANEOUS: 13:",'503,'42.91992188
'18,'Text 374,"'2 AOT, 4 AOT (small), 1 trg, 1 AE, 5 AGHS.",'504,'68.16406250
'18,'List 23,"",'505,'25.19531250
'18,'Text 375 - Part of List 23,"'NAVAL AIR: 15 armed hel.",'506,'48.53515625
'18,'Text 376 - Part of List 23,"'ASW: 1 hel div: 3 sqn:",'507,'45.23925781
'18,'Text 377 - Part of List 23,"'2 with 14 AB-212 (11 ASW, 3 ECM); 1 with 4 SA-319 (with ASM).",'508,'54.00390625
'18,'Text 378,"'AIR FORCE: 26,000 (14,400 conscripts, 1,100 women).",'509,'49.60937500
'18,'Text 379,"'TACTICAL AIR FORCE: 7 cbt wings, 1 tpt wing. FGA: 10 sqn: 3 with A-7H. 4 with F-104G. 2 with F-16. 1 with F-4E. FIGHTER: 9 sqn: 2 with F-4E. 3 with F-5A/B. 1 with RF-5A.",'510,'32.08007813
'19,'Header 18,"'NATO",'511,'55.17578125
'19,'Page number 18,"'63",'512,'83.05664063
'19,'Table 16,"",'513,'39.89257813
'19,'Section header 47,"'FOREIGN FORCES:",'514,'26.09863281
'19,'Section header 48,"'FORCES ABROAD:",'515,'25.68359375
'19,'Text 380,"'CYPRUS: 2,250. 2 inf bn and officers/NCO seconded to Greek-Cypriot forces. UN AND PEACE-KEEPING IRAQ/KUWAIT (UNIKOM): 7 Observers.",'516,'42.91992188
'19,'Table 17,"",'517,'27.78320313
'19,'Text 381,"'US: 1,950. Army (250); Navy (200) facilities at Soudha Bay. Air (1,500) 2 air base gp.",'518,'30.37109375
'19,'Table 18,"",'519,'57.08007813
'19,'Text 382,"'PARAMILITARY: 130 COAST GUARD: 130: BASE: Reykjavik PATROL CRAFT: 3: 2 Aegir, 1 Odinn PCO with hel deck. AVIATION: 1 F-27 ac, 1 SA-360.",'520,'62.25585938
'19,'Section header 49,"'ARMED FORCES: None.",'521,'29.83398438
'19,'Text 383,"'NATO: Island Commander Iceland (ISCOMICE, responsible to CINCEASTLANT). US: NAVY: 1,800: MR: 1 sqn with 9 P-3C. AIR FORCE: 1,200: 1 sqn with 18 F-15 plus AEW, tkr and SAR ac and hel.",'522,'58.15429688
'19,'Section header 50,"'FOREIGN FORCES:",'523,'27.24609375
'19,'Section header 51,"'NETHERLANDS:",'524,'31.83593750
'19,'Table 19,"",'525,'55.71289063
'19,'Text 384,"'ITALY",'526,'43.40820313
'19,'Text 385,"'NAVY: 30, 1 P-3C.",'527,'26.85546875
'20,'Page number 19,"'64",'528,'88.91601563
'20,'Header 19,"'NATO",'529,'57.76367188
'20,'Text 386,"'L lire a Excl budget for Carabinieri.",'530,'51.26953125
'20,'Text 387,"'Population: 57,322,000",'531,'51.26953125
'20,'Table 20,"",'532,'76.56250000
'20,'Section header 52,"'TOTAL ARMED FORCES:",'533,'44.26269531
'20,'Text 388,"'ACTIVE: 361,400 (216,000 conscripts). Terms of service: All services 12 months RESERVES: 584,000. Army 520,000 (obligation to age 45), immediate mob 240,000. Navy 36,000 (to age 39 for men, variable for officers to 73). Air 28,000 (to age 25 or 45 (specialists)).",'534,'35.57128906
'20,'Section header 53,"'ARMY: 234,200 (170,000 conscripts).",'535,'42.43164063
'20,'Section header 54,"'FIELD ARMY:",'536,'36.20605469
'20,'List 24,"",'537,'39.79492188
'20,'Text 389 - Part of List 24,"'3 Corps HQ (1 mtn):",'538,'28.90625000
'20,'Text 390 - Part of List 24,"'1 with 1 mech, 1 armd bde, 1 armd cav bn,",'539,'99.92047119
'20,'Text 391 - Part of List 24,"'1 arty regt.",'540,'99.97199249
